address,authDate,compAuthId,compBizNo,compName,compRegNo,compTel,presidentName,product,rnum,compTypeNm,compMgrNo,cancelDate,compCert
"울산광역시 울주군 삼남읍 도호1길 23, 상가 413호(KTX월드메르디앙W)",2025-02-18,1690,578-86-03348,주식회사 조인,제2025-011호,.,권동빈,서비스업(미화),147,,,,
경기도 남양주시 진건읍 고재로 116-1,2025-02-07,1689,132-86-02070,(주)단장,제2025-010호,031-528-9123,"이선국, 이동경",제조업(침구류),148,,danjang2012,,
전라남도 목포시 대양산단로 149번길 26,2025-02-07,1688,425-87-03828,(주)솔비엔지니어링,제2025-009호,061-801-5371,박정민,제조업(수배전반 외),149,,,,
"인천광역시 미추홀구 방축로 312, 817호(주안동, 주안제이타워2차지식산업센터)",2025-01-23,1666,450-86-00494,주식회사 해모,제2025-008호,032-431-3700,"노근우, 노태용",도매업(주방용품 외),150,,haemo00494,,
"서울특별시 양천구 안양천로 1131, 삼보지식산업센터 913호",2025-01-23,1665,105-87-39873,신풍종합개발(주),제2025-007호,02-716-9008,신혜선,"서비스업(건축물종합관리, 청소, 소독, 시설경비 근로자파견)",151,,sm778803,,
"서울특별시 송파구 법원로8길 13, 6층 606호",2025-01-23,1664,561-88-03475,클린시큐 주식회사,제2025-006호,02-403-1380,김남옥,"서비스업(건축물종합관리, 청소, 소독, 시설경비 근로자파견)",152,,cleansecu,,
"서울특별시 강남구 논현로 10길 29, 402호(개포동, 전남친환경식품유통센터)",2025-01-17,1662,618-87-03207,주식회사 성우씨앤엠,제2025-004호,02-3495-0034,김효원,"서비스업(사업시설 유지, 관리서비스)",153,,swcnm01,,
충청남도 공주시 탄천면 탄천산업단지길55-21,2025-01-17,1661,310-81-23267,(주)덕운,제2025-003호,041-855-0453,유재훈,제조업(도로교통안전시설물 제작),154,,dw5304,,
"경기도 하남시 미사대로 550, A동 1008&#126;1010호",2025-01-17,1660,114-86-01146,(주)에이톰엔지니어링,제2025-002호,031-8027-3520,"강찬성, 서승수, 김재현","서비스업(건축구조설계 ,안전진단 ,시설물유지관리)",155,,atom-eng,,
"경기도 성남시 중원구 둔촌대로 560, 403, 411, 412호(상대원동)",2025-01-09,1659,129-13-69159,준 FnC,제2025-001호,031-737-8121,박태호,"제조업(운동복, 근무복, 무대의상 등)",156,,,,
"경상북도 포항시 북구 삼호로 36,2층",2025-05-26,9623,336-85-02262,㈜디에스엠알오 카페담 북구청점,제2024-500호,054-232-8115,진대용,음식점업(커피전문점),157,,,,
"제주특별자치도 제주시 노연로 43, 5층(노형동)",2021-12-20,9620,616-85-32508,㈜영림언어평생교육지원연구소 연동지점,제2024-497호,064-745-2467,"고영림, 오인실","서비스업(아동상담), 제조업(커피가공)",158,,,,
"제주특별자치도 제주시 연북로 76, 7층(연동, 한성빌딩)",2021-12-20,9619,491-85-00576,㈜영림언어평생교육지원연구소 스포츠센터지점,제2024-496호,064-743-0725,"고영림, 오인실","서비스업, 도매및소매업",159,,,,
"경기도 용인시 처인구 원삼면 좌찬로 75, 1층 5호",2024-05-10,1667,298-82-00388,(사)한국장애인농축산기술협회 그린시티사업단,제2024-339호,070-4942-1810,황화영,농축산물 재배 등,160,,,,
"경기도 수원시 팔달구 효원로265번길 35, 4층 5층",2024-12-30,1651,102-17-50731,화이트드림치과,제2024-143호,031-609-2879,박제헌,보건업(치과),161,일반,,,
"서울특별시 송파구 송이로 150호, 6층",2024-12-30,1650,807-82-00770,한국장애인표준사업장 사회적협동조합,제2024-142호,02-473-2330,권영현,"가구, 일반용역",162,일반,test,,
"대구광역시 중구 국채보상로 582(남일동, 미도빌딩2층)",2024-12-30,1649,504-90-80996,닥터굿재활의학과의원,제2024-141호,053-210-1234,안재홍,보건업(재활의학과의원),163,일반,,,
"경기도 군포시 산본처로 62, 1121호(산본동)",2024-12-30,1648,895-88-01778,대한의료마케팅협회,제2024-140호,02-1811-6901,오두환,마케팅 및 광고대행업,164,일반,,,
"울산광역시 남구 두왕로335, 1층",2024-12-30,1647,610-92-21578,수앤수안마원,제2024-139호,052-999-9888,장명식,안마서비스,165,일반,,,
"부산광역시 강서구 녹산화전로 23, 씨동",2024-12-30,1646,606-81-25171,(주)월드퍼니처,제2024-138호,070-4284-9718,홍종희,사무용 가구 등,166,일반,world3600,,
전라남도 여수시 어항단지로 41-14,2024-12-30,1645,417-07-39357,세운산업,제2024-137호,061-654-2346,박종웅,산업용 세탁업,167,,,,
경상남도 김해시 한림면 김해대로927번길 225-73,2024-12-30,1644,290-81-00596,농업회사법인 뜨락 주식회사,제2024-136호,농산물식품,우성집,세탁업,168,일반,,,
경상남도 김해시 진영읍 본산2로 79번길 21,2024-12-30,1643,608-09-38360,경남크린산업,제2024-135호,055-296-7747,김승국,세탁업,169,일반,,,
경상남도 진주시 문산읍 동부로 792,2024-12-30,1642,627-81-02985,주식회사 리턴미,제2024-134호,055-754-1190,이명자,다회용기 렌탈,170,자회사,,,
"경상남도 진주시 상대로69번길 16, 1층(하대동)",2024-12-30,1641,636-88-03027,(주)라봄,제2024-133호,055-741-5969,조타영,"떡, 참기름",171,자회사,,,
경기도 포천시 신북면 중앙로461번길 99,2024-12-30,1640,127-43-30392,해승크린씨스코,제2024-132호,031-638-9601,박병주,세탁업,172,일반,,,
경기도 김포시 월곶면 애기봉로 515,2024-12-30,1639,747-86-02697,(주)메디탁,제2024-131호,031-981-4810,신욱인,세탁업,173,일반,,,
광주광역시 광산구 지로길7번길 22(지죽동),2024-12-30,1638,897-86-01732,주식회사 청정가,제2024-130호,062-452-1231,백은수,"다회용기, 친환경용기, 식기세척",174,일반,funlife1231,,
전북특별자치도 전주시 완산구 호동길 23-3(삼천동 3가),2024-12-30,1637,665-41-01129,전일DESIGN,제2024-129호,063-242-7804,이종천,"목재가구제조, 사무용가구 도매 및 소매업",175,일반,jeonil2002,,
"울산광역시 중구 학성1길 39, 나동 104호",2024-12-30,1636,146-86-03495,(주)한누리,제2024-128호,052-295-5509,윤진원,건물위생관리업,176,자회사,hannuri146,,
경상남도 양산시 산막공단남7길 7-1,2024-12-30,1635,752-02-02718,영크린테크,제2024-127호,053-352-3789,전미영,일반세탁업,177,일반,,,
"광주광역시 광산구 하남산단6번로 57, 제에이동 5층 502비호(오선동)",2024-12-30,1634,660-87-02738,(주)인성,제2024-126호,070-4285-1584,노영남,"애견간식사료, 낚시 및 수렵용구",178,일반,,,
"서울특별시 강서구 마곡중앙4로 18, 비동 8층 802호(마곡동)",2024-12-30,1633,641-81-03414,온누리산업,제2024-125호,02-761-1086,김현철,인력파견업,179,자회사,,,
세종특별자치시 조치원읍 봉산로 96-37,2024-12-30,1632,764-86-01669,주식회사 이루어나눔,제2024-124호,044-867-5104,신용덕,"바닥재, 차량용 배터리",180,일반,,,
경기도 화성시 장안면 덕다길50번길 47,2024-12-30,1631,133-81-26390,(주)우지,제2024-123호,031-351-7636,"김진하, 김진형","제습제, 방향제",181,일반,,,
"전북특별자치도 완주군 비봉면 대치로 42, 1층",2024-12-30,1630,260-87-03385,(유)로얄컴퍼니,제2024-122호,063-262-4848,박혜진,"세탁업, 의류 도소매업",182,일반,,,
"인천광역시 서구 소담로 19, 2층 에이호(금곡동)",2024-12-30,1629,177-86-02919,주식회사 동원푸드빌,제2024-121호,070-8691-2856,송우선,식육포장처리업 등,183,일반,,,
"경상남도 거제시 제산로3길 18, 1동 1층(양정동)",2024-12-30,1627,514-25-65956,메러디스빅토리,제2024-119호,055-633-6336,박찬열,제과,184,일반,,,
"경상남도 창원시 마산합포구 동서동3길 16, 501-2호",2024-12-30,1626,897-82-00190,사단법인 대한복지진흥협회,제2024-118호,055-247-6544,김용한,"시설관리, 주차관리",185,일반,,,
경상남도 창원시 진해구 진해대로 1042,2024-12-30,1624,609-81-97499,주식회사 한마음,제2024-117호,055-542-2808,조자영,"인쇄, 판촉물 임가공",186,일반,hanmaeum2808,,
경상북도 경산시 자인면 공단로 144-6,2024-12-26,1623,402-88-02819,(주)하늘나는나무,제2024-116호,053-852-8002,권계선,"제조업(점보롤, 핸드타올, 냅킨, 화환, 생화, 꽃꽂이)",187,일반,hananamoo,,
부산광역시 금정구 두구로51번길 38-22,2024-12-26,1622,205-81-43471,에스와이씨앤씨(주),제2024-115호,051-317-8820,백명주,"기계설비 성능점검, 유지관리 및 공사업, 정보통신공사업",188,일반,sycnc65,,
"부산광역시 북구 백양대로 1025, 229호(협진태양쇼핑프라자)",2024-12-26,1621,812-87-03546,주식회사 늘,제2024-114호,070-5080-3049,오정환,"화환, 화훼류 및 식물",189,일반,,,
"서울특별시 강서구 마곡중앙4로 10, A동 9층 921&amp;#126;923호(마곡동)",2024-12-26,1620,116-88-03159,주식회사 지앤지대양,제2024-113호,02-359-5641,이강원,건물종합관리,190,자회사,,,
"서울특별시 강동구 천호대로 1469-1, 201호(상일동)",2024-12-26,1619,204-20-39648,디자인ADC,제2024-112호,02-428-8118,김은정,"인쇄물, 굿즈(아크릴/지류), 패키지, 간판",191,일반,adcharm,,
경상남도 창녕군 장마면 초곡길 320,2024-12-26,1618,773-88-02287,온봄산업,제2024-111호,055-533-3353,박정지,장갑,192,일반,onbom12,,
경기도 김포시 양촌읍 황금산단1로 79,2024-12-26,1616,137-86-12059,주식회사 에스더블유,제2024-110호,031-562-3111,김용건,펌프,193,일반,sw5784,,
"서울특별시 성북구 보문로29길 119, 5층",2024-12-26,1615,112-64-00566,경일기업,제2024-109호,02-914-2093,천경일,코팅장갑,194,일반,,,
"서울특별시 송파구 송이로 150, 501호",2024-12-26,1614,108-82-09107,사단법인 서영사랑나눔의복지회,제2024-108호,02-404-6208,황치선,포장용 상자,195,일반,sy009107,,
"서울특별시 강동구 양재대로 124길 48, 2층",2024-12-26,1612,121-82-16538,사단법인 강동장애인협회,제2024-106호,070-7432-2299,박근용,"인쇄물, 판촉물인쇄",196,일반,,,
"서울특별시 강남구 테헤란로 501, 7층 722호(삼성동)",2024-12-20,1611,114-82-10860,(사)장애인미래에너지창조연합회,제2024-105호,02-552-2888,김광태,서비스업(방역소독 등),197,일반,,,
"서울특별시 서대문구 명물길 32, 2층, 3층",2024-12-16,1610,110-20-94900,잎사귀치과병원,제2024-104호,02-3141-4947,이상용,의료업(치과의원),198,일반,,,
"서울특별시 성북구 아리랑로5길 1, 4층",2024-12-16,1608,477-86-03292,주식회사 꿈터,제2024-102호,02-921-1201,원아윤,서비스업(사업시설 유지관리),199,자회사,,,
강원도 춘천시 동산면 종자리로 33-51,2024-12-16,1607,667-87-00459,(주)지원바이오,제2024-101호,033-818-9399,김우식,제조 및 판매업(화장품 등),200,일반,,,
"부산광역시 부산진구 동천로 4, 4027호(지오플레이스)",2024-12-16,1606,636-86-02462,주식회사 에스에이치에프앤비,제2024-100호,051-202-9037,윤성훈,"서비스업(법정의무교육서비스, 인터넷 통신판매, 콜센터 등)",201,,,,
충청남도 아산시 둔포면 윤보선로 336번길 71-16,2024-12-16,1605,313-81-36043,(주)에스에스글로벌,제2024-099호,-,조형욱,제조업(포장용 박스),202,일반,,,
"경기도 김포시 풍무동 1-8, 1-10, 1-12",2024-12-16,1604,137-09-09723,봉황기업,제2024-098호,031-982-2687,김영옥,서비스업(산업용세탁),203,일반,,,
충청북도 음성군 대소면 한삼로 150-29,2024-12-16,1603,308-03-37926,립엔푸드,제2024-097호,043-878-9192,조원선,제조업(가금류 가공),204,일반,,,
"경기도 수원시 영통구 월드컵로 76, 106호 비호(원천동)",2024-12-09,1602,747-86-03250,(주)디어에버,제2024-096호,-,임태준,서비스업(공연기획 등),205,자회사,,,
"경기도 안양시 동안구 엘에스로 136, 17층 A-1708호(호계동, 금정역2차 SK V1 tower)",2024-12-09,1601,394-87-00755,(주)빛글,제2024-095호,031-343-8611,노지효,제조업(경관조명),206,일반,bitgeul,,
"경상남도 진주시 동진로 111, 207호 내 보육실206호(상대동)",2024-12-09,1600,435-15-01776,모두누리,제2024-094호,055-755-1200,허한영,"인쇄업, 서비스업(광고대행)",207,일반,,,
"인천광역시 남동구 능허대로 583, 721호,722호(고잔동, 금호오션타워)",2024-09-03,1599,631-81-03396,(주)더푸른숲,제2024-093호,032-813-3391,임승택,제조업(커피가공),208,일반,greenf,,
제주특별자치도 제주시 조천읍 선흘리 147,2024-12-09,1598,796-81-01526,농업회사법인(주)준호,제2024-092호,-,부영주,"농업(과실-감귤, 용과 등)",209,일반,,,
"광주광역시남구 봉선로 9, 지하1 2&#126;7층",2024-12-02,1597,761-91-01776,경희한방병원,제2024-091호,062-307-1001,심대식,보건업(한방병원),210,일반,,,
전라남도 화순군 동면 농소길 37,2024-12-02,1596,650-88-01350,(주)하얀나라,제2024-090호,061-372-6635,윤여호,"제조업(물티슈, 화장지, 기타위생용품)",211,일반,gj731412,,
"서울특별시 성동구 아차산로17길 49, 213호(성수동2가)",2024-12-02,1595,292-88-01187,주식회사 유즈플레이스,제2024-089호,1522-6458,송현재,제조업(로봇설비제조),212,일반,useplace,,
"제주특별자치도 제주시 제주대학로 102, 산학협력관 1층",2024-12-02,1594,440-86-02651,주식회사 아카페라,제2024-088호,064-754-3967,고석준,음식점업(카페),213,자회사,,,
경기도 파주시 조리읍 명봉산로 207-20,2024-12-02,1593,128-86-90255,삼흥산업(주),제2024-087호,031-977-0400,김정호,제조업(펌프),214,일반,pump012,,
충청남도 홍성군 홍북읍 첨단산단 4길 8,2024-11-25,1592,137-86-26553,(주)제이원메딕스,제2024-086호,041-631-9582,"정은희, 지기석","제조업(의료기기, 보조기)",215,일반,i-metis,,
"충청남도 홍성군 홍북읍 의향로 267, 6층 604호(제이엠골드스퀘어)",2024-11-25,1591,808-81-03152,주식회사 스마트관리,제2024-085호,041-406-7776,채수석,"사업시설관리서비스업(경비용역, 청소용역, 콜센터용역 등)",216,일반,smartmg0420,,
대구광역시 북구 노원로1길 179 (노원동3가),2024-11-25,1589,142-53-00810,참브레드,제2024-083호,053-351-0700,이육희,제조업(지함),217,일반,,,
"경기도 부천시 소사구 부광로 228, 520호(옥길동)",2024-11-25,1588,623-87-03359,주식회사 올모부천,제2024-082호,032-341-5152,김도원,소매업(예술품 및 골동품),218,일반,olmobucheon,,
"경기도 용인시 기흥구 기흥로 58-1, 에이동 1109호(구갈동)",2024-11-18,1586,556-86-00583,주식회사 착한사람들,제2024-081호,1644-1264,"강숙희, 최병호, 김영자","제조업(경인쇄), 건설업(인테리어 등)",219,일반,,,
충청남도 부여군 초촌면 송국로 146-33,2024-11-18,1585,762-87-00512,(주)영바이오농업회사법인,제2024-080호,041-834-4142,백호진,제조업(한우사료),220,일반,,,
"서울특별시 동대문구 무학로20길 37, 101(용두동)",2024-11-18,1584,665-86-00776,주식회사 성의통상,제2024-079호,02-1588-8280,장혜진,제조업(여성복),221,일반,cherishart,,
"부산광역시 해운대구 센텀동로 35, 807호",2024-11-11,1581,206-86-86992,(주)다이아,제2024-076호,1566-8726,김민경,"가방, 장바구니 등 판촉물",222,일반,daiya1991,,
경기도 안산시 상록구 선진5길 5,2024-10-24,1579,826-87-01436,주식회사 디에스클린,제2024-074호,031-407-5413,김재만,"서비스업(식기세척, 재활용 등)",223,일반,dsclean,,
"대구광역시 달서구 성서로 229, 310호 성서지삭산업",2024-10-24,1578,234-87-00318,(주)와겐,제2024-073호,053-583-2811,이소희,제조업(침구류),224,일반,wagen123,,
"인천광역시 연수구 인천타워대로 323, A동 19층 1906호",2024-10-11,1577,131-82-13708,사단법인 대한용사장애인협회,제2024-072호,055-292-1171,박승범,"경비 및 경호업, 서비스업(청소, 시설관리, 위생관리, 옥외공고 등)",225,일반,,,
"서울특별시 영등포구 영등포로5길 19, 912호",2024-10-11,1576,451-88-03294,한국장애인고용산업주식회사,제2024-071호,02-6096-6351,김재준,"사업지원 서비스업(사업시설 유지, 관리)",226,일반,,,
